age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
36,Private,212433,9,Non-Married,Other,Non-Husband,Non-White,Male,0,0,40,US,0
36,Private,185099,15,Married,Managerial-Specialist,Husband,White,Male,0,0,55,US,1
47,Non-Private,126754,14,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
57,Private,122497,5,Non-Married,Other,Non-Husband,Non-White,Male,0,0,52,US,0
30,Private,118056,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,45,US,0
30,Non-Private,200892,14,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
19,Non-Private,200790,8,Married,Managerial-Specialist,Non-Husband,White,Female,15024,0,40,US,1
30,Non-Private,84119,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,43,US,0
23,Non-Private,197918,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,1
41,Non-Private,150533,15,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
52,Private,443742,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,60,US,0
27,Private,104423,12,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
59,Private,169133,9,Married,Other,Husband,White,Male,0,0,45,US,0
21,Private,185551,9,Non-Married,Other,Non-Husband,White,Female,0,0,36,US,0
60,Private,174486,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
69,Non-Private,50468,15,Married,Managerial-Specialist,Husband,White,Male,0,0,34,US,1
24,Private,196943,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
19,Private,120691,9,Non-Married,Other,Non-Husband,Non-White,Male,0,0,25,US,0
60,Non-Private,198815,12,Married,Managerial-Specialist,Husband,White,Male,0,0,20,Non-US,0
64,Private,22186,10,Non-Married,Other,Non-Husband,White,Female,0,0,35,US,0
39,Non-Private,188069,11,Married,Managerial-Specialist,Husband,White,Male,0,0,60,US,1
51,Private,233149,12,Married,Managerial-Specialist,Husband,White,Male,0,0,45,US,1
51,Private,138358,6,Non-Married,Other,Non-Husband,Non-White,Female,0,0,35,US,0
25,Private,338013,10,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
17,Private,332666,6,Non-Married,Other,Non-Husband,White,Female,0,0,4,US,0
37,Private,166339,10,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
74,Non-Private,392886,9,Non-Married,Other,Non-Husband,White,Female,0,0,14,US,0
26,Non-Private,141838,13,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,40,US,1
23,Private,520759,9,Non-Married,Other,Non-Husband,Non-White,Male,0,0,30,US,0
57,Non-Private,37345,15,Married,Managerial-Specialist,Husband,White,Male,0,0,36,US,1
20,Private,387779,7,Non-Married,Other,Non-Husband,White,Male,0,0,15,US,0
37,Private,201531,9,Married,Other,Husband,White,Male,0,0,40,US,0
46,Private,123598,13,Married,Other,Husband,White,Male,0,0,40,US,0
39,Private,380614,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,45,US,1
40,Private,83859,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,30,US,0
50,Non-Private,24790,9,Married,Other,Husband,White,Male,0,0,40,US,0
25,Private,266820,1,Non-Married,Other,Non-Husband,White,Male,0,0,35,Non-US,0
44,Private,85440,9,Married,Managerial-Specialist,Husband,White,Male,0,0,45,US,0
41,Private,421837,9,Married,Other,Husband,White,Male,0,0,40,US,0
30,Non-Private,404062,9,Married,Managerial-Specialist,Husband,White,Male,0,1977,15,US,1
38,Private,224566,11,Married,Other,Husband,White,Male,0,0,50,US,0
54,Private,294991,6,Married,Other,Husband,White,Male,0,0,40,US,0
40,Non-Private,189610,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,52,US,0
37,Private,219141,7,Married,Other,Husband,Non-White,Male,7688,0,40,US,1
46,Non-Private,20956,13,Married,Managerial-Specialist,Husband,White,Male,15024,0,40,US,1
38,Private,70995,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,45,US,0
20,Private,215232,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,10,US,0
71,Private,178295,12,Married,Managerial-Specialist,Husband,White,Male,0,0,3,US,0
35,Private,56201,10,Married,Other,Husband,White,Male,0,0,40,Non-US,0
62,Private,98076,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
34,Private,351810,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,45,Non-US,0
56,Non-Private,144351,9,Married,Other,Husband,White,Male,0,0,90,US,0
30,Non-Private,137613,14,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,20,Non-US,0
17,Private,54257,7,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,20,US,0
18,Non-Private,230373,7,Non-Married,Other,Non-Husband,White,Female,594,0,4,US,0
35,Private,98389,7,Married,Other,Husband,White,Male,0,0,40,US,0
21,Private,184135,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,1,US,0
46,Non-Private,140121,9,Non-Married,Other,Non-Husband,White,Male,0,0,50,US,0
33,Non-Private,24504,10,Married,Other,Husband,White,Male,0,0,60,US,0
27,Private,129528,10,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
36,Private,415578,10,Married,Other,Husband,White,Male,0,0,40,US,1
42,Private,97142,4,Married,Other,Husband,White,Male,0,0,40,US,0
35,Private,201328,9,Married,Other,Husband,White,Male,0,0,50,US,0
25,Private,256620,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
47,Non-Private,96854,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
44,Non-Private,141858,15,Married,Managerial-Specialist,Husband,White,Male,15024,0,75,US,1
51,Non-Private,20795,9,Married,Other,Husband,White,Male,7688,0,40,US,1
53,Private,95519,9,Married,Managerial-Specialist,Husband,White,Male,0,0,42,US,1
47,Private,112791,9,Married,Other,Husband,White,Male,0,0,40,US,0
20,Private,291407,7,Non-Married,Other,Non-Husband,Non-White,Male,0,0,40,US,0
32,Private,239659,10,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,70,US,0
28,Private,183151,9,Married,Other,Husband,White,Male,0,0,50,US,0
58,Private,97634,3,Married,Other,Husband,White,Male,0,0,40,US,0
52,Private,143807,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
35,Private,186934,14,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,1
30,Private,170065,10,Married,Other,Husband,White,Male,0,0,40,US,0
33,Private,108328,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,6849,0,50,US,0
56,Non-Private,83696,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,38,US,0
21,Private,204596,10,Non-Married,Other,Non-Husband,White,Female,0,0,20,US,0
56,Private,32604,10,Non-Married,Other,Non-Husband,Non-White,Female,0,0,40,US,0
56,Private,193453,13,Married,Managerial-Specialist,Husband,White,Male,0,1902,65,US,1
45,Private,148995,13,Married,Other,Husband,White,Male,15024,0,40,US,1
20,Private,85041,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,20,US,0
62,Non-Private,140851,9,Married,Other,Husband,White,Male,0,0,40,US,1
24,Private,196280,13,Non-Married,Other,Non-Husband,White,Female,0,0,30,US,0
52,Non-Private,38973,13,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
23,Private,39182,9,Married,Other,Husband,White,Male,0,0,40,US,0
36,Private,198841,14,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
40,Private,694812,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
30,Private,247444,10,Married,Managerial-Specialist,Husband,White,Male,0,0,40,Non-US,0
41,Private,294270,5,Married,Other,Husband,White,Male,0,0,35,US,0
59,Private,195820,9,Married,Other,Husband,White,Male,0,0,40,US,1
27,Private,329426,14,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,37,US,0
19,Private,174871,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,23,US,0
41,Private,116103,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,50,US,0
27,Private,206903,13,Non-Married,Other,Non-Husband,White,Male,0,0,35,US,0
50,Private,217577,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
29,Private,337693,3,Non-Married,Other,Non-Husband,White,Female,0,0,40,Non-US,0
38,Private,204501,13,Married,Managerial-Specialist,Husband,White,Male,0,0,55,US,1
30,Private,169186,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,60,US,0
48,Private,109421,13,Married,Managerial-Specialist,Husband,White,Male,0,0,55,US,0
39,Non-Private,267893,12,Married,Other,Husband,Non-White,Male,7298,0,40,US,1
40,Private,200479,11,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
27,Non-Private,221317,7,Married,Other,Husband,White,Male,0,0,40,Non-US,0
59,Non-Private,132925,14,Married,Other,Husband,White,Male,0,0,40,US,1
31,Non-Private,283531,9,Non-Married,Other,Non-Husband,Non-White,Female,0,0,20,US,0
34,Private,170769,9,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
47,Non-Private,186410,15,Non-Married,Other,Non-Husband,White,Male,0,0,60,US,1
64,Non-Private,307786,2,Married,Other,Husband,White,Male,0,0,20,US,0
29,Private,380560,5,Married,Managerial-Specialist,Husband,White,Male,0,0,40,Non-US,0
38,Non-Private,147258,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
42,Private,212894,13,Married,Other,Husband,White,Male,0,1887,40,US,1
49,Private,124356,13,Married,Other,Husband,White,Male,0,0,60,US,1
53,Private,98791,10,Married,Other,Husband,White,Male,0,0,40,US,0
35,Private,216473,10,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
70,Private,135339,13,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,40,Non-US,0
38,Private,107303,9,Married,Other,Husband,White,Male,0,0,40,US,0
36,Private,152744,13,Non-Married,Other,Non-Husband,Non-White,Female,0,0,40,Non-US,0
34,Non-Private,100079,13,Married,Other,Husband,Non-White,Male,0,0,55,Non-US,0
24,Private,117779,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,10,Non-US,0
23,Private,197613,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
21,Private,411068,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,35,US,0
47,Private,192984,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
59,Private,66356,4,Non-Married,Other,Non-Husband,White,Male,4865,0,40,US,0
33,Non-Private,137184,12,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,50,US,1
63,Non-Private,231105,10,Married,Managerial-Specialist,Husband,White,Male,0,0,35,US,1
18,Non-Private,146586,9,Non-Married,Other,Non-Husband,White,Male,0,0,60,US,0
32,Private,32406,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,50,US,0
33,Private,578701,13,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,40,US,0
19,Private,206777,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
27,Non-Private,133495,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
40,Private,34722,10,Non-Married,Other,Non-Husband,White,Male,0,0,48,US,1
38,Non-Private,133299,12,Married,Other,Husband,White,Male,0,0,40,US,0
20,Private,24967,9,Non-Married,Other,Non-Husband,White,Male,0,0,47,US,0
35,Non-Private,171968,9,Non-Married,Other,Non-Husband,White,Male,0,0,70,US,0
22,Private,412156,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
40,Private,51290,14,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
34,Private,198265,10,Married,Other,Husband,White,Male,3103,0,40,US,1
23,Private,293565,6,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
26,Private,226288,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
53,Non-Private,110445,10,Married,Other,Husband,White,Male,0,0,60,US,0
34,Private,160634,10,Married,Other,Husband,White,Male,0,0,40,US,1
39,Private,174242,9,Married,Other,Husband,White,Male,0,0,40,US,0
25,Private,390316,5,Married,Other,Husband,White,Male,0,0,40,Non-US,0
18,Private,298860,7,Non-Married,Other,Non-Husband,White,Male,0,0,20,US,0
65,Private,171584,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
49,Non-Private,232664,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
64,Private,63676,6,Married,Other,Husband,Non-White,Male,0,0,40,US,0
68,Private,170376,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
56,Non-Private,175964,10,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
68,Non-Private,422013,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,3683,40,US,0
35,Private,105813,13,Married,Managerial-Specialist,Husband,White,Male,0,0,48,US,1
50,Non-Private,306707,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,12,US,0
45,Private,177543,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,28,US,0
43,Private,320277,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
39,Private,129495,10,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
37,Private,257042,9,Non-Married,Other,Non-Husband,White,Male,1506,0,40,US,0
45,Private,275995,13,Married,Other,Husband,White,Male,0,0,50,US,1
20,Private,86318,10,Non-Married,Other,Non-Husband,White,Female,0,0,10,US,0
36,Private,280440,12,Non-Married,Other,Non-Husband,White,Female,0,0,45,US,0
26,Private,371556,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
36,Private,408229,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,32,US,0
47,Private,149337,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,60,US,0
34,Private,209297,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,2001,40,US,0
53,Private,355802,10,Non-Married,Other,Non-Husband,White,Female,0,0,30,US,0
32,Private,165949,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,1590,42,US,0
44,Non-Private,112507,3,Married,Other,Husband,White,Male,0,0,40,US,0
25,Private,462869,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,Non-US,0
35,Private,413648,3,Non-Married,Other,Non-Husband,White,Male,0,0,36,US,0
34,Private,29235,12,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
42,Private,149823,10,Married,Other,Husband,White,Male,0,0,40,US,0
47,Private,39530,9,Non-Married,Other,Non-Husband,White,Female,0,0,4,US,0
23,Private,197387,9,Non-Married,Other,Non-Husband,White,Male,0,0,37,Non-US,0
56,Non-Private,255406,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
50,Private,43764,16,Married,Managerial-Specialist,Husband,White,Male,15024,0,50,US,1
38,Private,168322,9,Married,Other,Husband,White,Male,0,0,60,US,0
46,Private,278322,11,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
47,Private,115813,12,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,57,US,0
38,Non-Private,184456,9,Married,Other,Husband,White,Male,3464,0,80,Non-US,0
42,Private,289636,9,Married,Other,Husband,White,Male,0,0,46,US,0
48,Private,101684,9,Married,Other,Husband,White,Male,0,0,40,US,0
27,Private,133425,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,50,US,0
40,Private,349405,11,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,36,US,0
53,Private,124076,16,Married,Managerial-Specialist,Non-Husband,White,Female,99999,0,37,US,1
75,Non-Private,165968,11,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,30,US,0
39,Private,185099,13,Married,Managerial-Specialist,Husband,White,Male,0,0,48,US,1
46,Non-Private,268281,12,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
51,Private,154949,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
34,Private,176711,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
23,Private,165064,10,Married,Other,Husband,White,Male,0,0,40,US,0
32,Private,213750,11,Non-Married,Other,Non-Husband,White,Male,0,0,45,US,0
45,Non-Private,77132,10,Non-Married,Other,Non-Husband,White,Male,0,0,55,US,0
21,Private,109667,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
36,Private,162164,9,Married,Other,Husband,White,Male,0,0,44,US,0
40,Private,219591,6,Married,Other,Husband,White,Male,0,0,50,US,0
20,Private,327462,6,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
68,Private,236943,5,Non-Married,Other,Non-Husband,Non-White,Male,0,0,20,US,0
40,Private,89226,13,Married,Other,Husband,White,Male,0,0,40,US,1
20,Private,124751,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,24,US,0
48,Non-Private,144122,14,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,1
27,Private,98769,13,Non-Married,Other,Non-Husband,White,Male,0,0,45,US,0
57,Non-Private,170066,11,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
54,Non-Private,162439,9,Married,Managerial-Specialist,Husband,White,Male,0,0,98,US,1
47,Private,22900,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
30,Non-Private,102130,10,Married,Other,Husband,White,Male,0,0,40,US,0
17,Non-Private,215743,7,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
35,Private,381583,10,Married,Other,Husband,Non-White,Male,0,0,45,US,1
56,Non-Private,198277,8,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
20,Private,243178,9,Non-Married,Other,Non-Husband,White,Male,0,0,28,US,0
38,Non-Private,177305,13,Married,Managerial-Specialist,Husband,White,Male,0,0,38,US,0
19,Private,167149,10,Non-Married,Other,Non-Husband,White,Female,0,0,25,US,0
24,Private,270872,9,Non-Married,Other,Non-Husband,White,Male,594,0,40,US,0
31,Private,382368,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,Non-US,0
44,Non-Private,277144,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,60,US,0
21,Non-Private,145651,10,Non-Married,Other,Non-Husband,Non-White,Female,0,1602,12,US,0
41,Private,171351,10,Married,Other,Husband,White,Male,0,0,40,US,0
18,Private,265099,7,Non-Married,Other,Non-Husband,White,Female,0,0,16,US,0
23,Private,105617,5,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
37,Non-Private,217689,10,Married,Other,Husband,Non-White,Male,0,0,32,US,0
46,Non-Private,81136,11,Non-Married,Other,Non-Husband,White,Male,0,0,30,US,0
43,Non-Private,73883,13,Non-Married,Other,Non-Husband,White,Male,0,0,45,US,0
31,Private,339482,2,Married,Managerial-Specialist,Husband,White,Male,0,0,40,Non-US,0
40,Private,326232,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,1
27,Private,106316,15,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,12,US,0
64,Non-Private,198728,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
31,Non-Private,126501,11,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
48,Private,233802,14,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,45,US,0
37,Non-Private,204501,13,Married,Other,Husband,White,Male,0,0,20,Non-US,1
28,Private,208249,10,Non-Married,Other,Non-Husband,White,Male,0,0,24,US,0
42,Private,188693,10,Married,Other,Husband,White,Male,0,0,40,US,0
60,Non-Private,93272,4,Married,Other,Husband,White,Male,0,0,60,US,0
17,Private,159299,7,Non-Married,Other,Non-Husband,White,Female,0,0,20,US,0
21,Private,303588,10,Non-Married,Other,Non-Husband,White,Female,0,0,30,US,0
46,Private,35136,6,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,40,US,0
18,Private,139576,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
22,Private,252355,9,Non-Married,Other,Non-Husband,White,Male,0,0,27,US,0
44,Non-Private,83812,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,60,US,0
36,Private,89718,9,Married,Other,Husband,White,Male,0,0,40,US,0
65,Private,222810,11,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
26,Private,456618,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,Non-US,0
21,Private,296158,6,Married,Other,Husband,White,Male,0,0,25,US,0
41,Private,162140,9,Non-Married,Other,Non-Husband,White,Male,0,2339,40,US,0
28,Private,36601,10,Non-Married,Other,Non-Husband,White,Female,0,0,35,US,0
27,Private,195337,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
19,Non-Private,282721,10,Non-Married,Other,Non-Husband,Non-White,Male,0,0,12,US,0
40,Private,206049,10,Married,Other,Husband,White,Male,0,0,40,US,0
19,Private,223392,9,Non-Married,Other,Non-Husband,White,Male,0,0,15,US,0
40,Private,27821,11,Married,Other,Husband,White,Male,2829,0,40,US,0
37,Private,131827,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
33,Private,549413,10,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,40,US,1
34,Private,69491,9,Married,Other,Husband,White,Male,0,0,40,US,0
44,Non-Private,193755,12,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
33,Private,598802,10,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
72,Non-Private,259762,9,Married,Managerial-Specialist,Husband,White,Male,2290,0,10,US,0
19,Private,266255,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
59,Private,32954,11,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,36,US,0
40,Private,291808,9,Non-Married,Other,Non-Husband,Non-White,Female,0,0,40,US,0
35,Private,190728,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
22,Private,59184,12,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,45,US,0
41,Private,196456,14,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
59,Private,147989,10,Married,Other,Husband,White,Male,0,0,50,US,1
50,Private,195784,8,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
21,Private,202214,12,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,10,US,0
40,Non-Private,225165,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
22,Private,54825,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
43,Private,188905,3,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,Non-US,0
17,Private,132636,7,Non-Married,Other,Non-Husband,White,Female,0,0,16,US,0
42,Non-Private,228320,4,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
37,Private,415500,10,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,40,US,1
19,Private,254247,8,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,38,US,0
43,Private,255635,3,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,40,Non-US,0
46,Private,96080,5,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
18,Private,78181,9,Non-Married,Other,Non-Husband,White,Female,0,0,20,US,0
50,Non-Private,339547,15,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,40,Non-US,1
47,Non-Private,126500,4,Married,Other,Husband,White,Male,0,0,40,Non-US,0
31,Private,511289,9,Non-Married,Other,Non-Husband,White,Male,2907,0,99,US,0
33,Private,159574,4,Married,Managerial-Specialist,Husband,White,Male,0,0,45,US,0
27,Private,224105,9,Married,Managerial-Specialist,Husband,White,Male,7298,0,40,US,1
59,Non-Private,128105,9,Married,Other,Husband,White,Male,0,0,35,US,0
39,Non-Private,89508,9,Married,Other,Husband,White,Male,0,0,40,US,1
29,Private,370242,10,Married,Other,Husband,White,Male,0,0,40,US,0
26,Private,67257,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,55,US,0
24,Private,62952,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
25,Private,111058,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,1980,40,US,0
30,Private,29235,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,20,US,0
52,Non-Private,101119,7,Married,Other,Husband,White,Male,0,0,40,US,0
51,Non-Private,140516,14,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
30,Private,159888,13,Non-Married,Other,Non-Husband,White,Male,0,0,60,US,1
19,Private,45643,10,Non-Married,Other,Non-Husband,White,Female,0,0,25,US,0
23,Private,166371,10,Non-Married,Other,Non-Husband,White,Male,0,0,60,US,0
37,Non-Private,160910,16,Married,Managerial-Specialist,Husband,White,Male,0,0,45,US,0
25,Non-Private,257064,10,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,38,US,0
49,Non-Private,181307,15,Married,Managerial-Specialist,Husband,White,Male,15024,0,65,US,1
30,Private,83253,9,Married,Managerial-Specialist,Husband,White,Male,0,0,55,US,0
40,Private,128700,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
20,Private,243010,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,32,US,0
35,Non-Private,37778,11,Married,Other,Husband,White,Male,3103,0,55,US,0
24,Private,132320,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,45,US,0
32,Private,234755,9,Non-Married,Other,Non-Husband,Non-White,Male,0,0,40,US,0
35,Private,142616,9,Non-Married,Other,Non-Husband,Non-White,Female,0,0,30,US,0
20,Private,148509,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
29,Non-Private,240738,9,Married,Other,Husband,White,Male,0,0,40,US,1
25,Private,32276,9,Non-Married,Other,Non-Husband,White,Male,0,0,28,US,0
50,Non-Private,163921,4,Married,Other,Husband,White,Male,0,0,40,US,0
24,Private,464103,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,50,US,0
49,Private,271346,13,Married,Managerial-Specialist,Husband,White,Male,15024,0,60,US,1
30,Non-Private,327825,9,Non-Married,Other,Non-Husband,White,Female,0,0,32,US,0
37,Private,267085,10,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
50,Private,266945,9,Married,Managerial-Specialist,Non-Husband,White,Female,3137,0,40,Non-US,0
20,Private,234663,9,Non-Married,Other,Non-Husband,White,Male,0,0,30,US,0
49,Non-Private,189123,9,Married,Other,Husband,White,Male,5013,0,50,US,0
55,Private,104996,4,Married,Other,Husband,White,Male,0,0,50,US,0
61,Private,101265,8,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,Non-US,0
22,Private,184975,9,Non-Married,Other,Non-Husband,White,Female,0,0,3,US,0
23,Private,246965,12,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,12,US,0
43,Private,227065,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,4650,0,40,US,0
39,Private,301867,13,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,24,Non-US,0
21,Private,185948,10,Non-Married,Other,Non-Husband,White,Male,0,0,35,US,0
52,Non-Private,134854,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
30,Private,281030,11,Married,Other,Husband,White,Male,4064,0,40,US,0
42,Private,126701,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,9562,0,45,US,1
50,Non-Private,95949,13,Married,Other,Husband,White,Male,0,0,50,US,0
